"– will attempt to correct or change the behavior, but will need specific guidance as to how to change the behavior","– cố gắng sửa đổi hoặc thay đổi hành vi ứng xử nhưng cần được hướng dẫn cụ thể về cách thay đổi hành vi"
"GOLDEN RULES OF FEEDBACK","NGUYÊN TẮC VÀNG VỀ PHẢN HỒI"
"Giving Feedback","Đưa ra Phản hồi"
"Speak from I – own the feedback","Ý kiến của tôi – sở hữu phản hồi"
"Use the AID Framework","Sử dụng Mô hình AID"
"Be specific","Cụ thể"
"Ask the other person how they felt they did","Hỏi cảm nhận của người khác"
"Start with motivational","Bắt đầu với phản hồi có tính động viên"
"Deliver face to face if possible","Cung cấp phản hồi trực tiếp nếu có thể"
"Don’t use ‘but’/‘however’","Đừng sử dụng ‘nhưng’/‘tuy nhiên’"
"Don’t sandwich","Đừng xen vào giữa"
"Don’t trivialize","Đừng tầm thường hóa phản hồi"
"Don’t give ‘second-hand’ feedback","Đừng cung cấp phản hồi ‘cũ’"
"Be Authentic","Hãy Chân thực"
"Have Integrity","Hãy Kiên định"
"Show Dignity","Hãy Tự trọng"
"Receiving Feedback","Nhận Phản hồi"
"Listen","Lắng nghe"
"Ask for examples or questions to clarify","Đề nghị được cung cấp ví dụ hay đặt câu hỏi để làm rõ"
"Act on the feedback","Xử lý phản hồi"
"Thank the person","Cảm ơn người đó"
"Don’t justify or rationalize","Đừng biện hộ hay hợp lý hóa"
"Use the AID and DERAC slides","Sử dụng các trang chiếu AID và DERAC"
"Show Dignity","Hãy tự trọng"
"How to help people through DERAC","Cách giúp nhân viên trải qua quá trình DERAC"
"INGREDIENTS OF A GREAT RELATIONSHIP – TEAM FEEDBACK","CÁC YẾU TỐ TẠO NÊN MỐI QUAN HỆ TỐT ĐẸP – PHẢN HỒI NHÓM"
"NAME","TÊN"
"Feedback","Phản hồi"
"My Feedback","Phản hồi của tôi"
"Ingredients of a Great Relationship – Checklist","Các yếu tố Tạo nên Mối quan hệ Tốt đẹp – Danh mục Kiểm tra"
"Do you ...","Bạn có ..."
"Know the key ingredients to building a strong relationship","Biết các yếu tố quan trọng tạo nên mối quan hệ vững mạnh"
"Know what behaviors help or hinder effective relationships","Biết hành vi ứng xử nào giúp xây dựng hay cản trở mối quan hệ hiệu quả"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
" ",
"CRUCIAL CONVERSATIONS","CÁC CUỘC TRÒ CHUYỆN QUAN TRỌNG"
" ",
" ",
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Learning Journey - Crucial Conversations","Hành trình Học tập - Các Cuộc Trò chuyện Quan trọng"
"Exploring:","Khám phá:"
"What we mean by a ‘crucial’ conversation","Ý nghĩa của cuộc trò chuyện ‘quan trọng’"
"The drivers behind ignoring crucial conversations","Các yếu tố thúc đẩy chúng ta bỏ qua các cuộc trò chuyện quan trọng"
"What happens when we face crucial conversations and the impact to relationships","Hệ quả khi chúng ta đối mặt với các cuộc trò chuyện quan trọng và tác động của việc này đến mối quan hệ"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
"Quote","Trích dẫn"
"“The single biggest problem in communication, is the illusion that it has taken place”","“Vấn đề lớn duy nhất trong giao tiếp chính là sự ảo tưởng rằng việc đó đã diễn ra”"
"George Bernard Shaw,","Nhà soạn kịch"
"Playwright","George Bernard Shaw"
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"What is a Crucial Conversation?","Cuộc trò chuyện Quan trọng là gì?"
"A crucial conversation has an impact on either, or most often, both parties and the business. Often:","Cuộc trò chuyện quan trọng gây tác động đến một trong hai bên hoặc hầu như tác động đến cả hai bên và doanh nghiệp. Thường xuyên:"
"Stakes are high","Có rủi ro cao"
"There may be opposing views","Có thể có quan điểm trái chiều"
"Emotions are strong","Mang đến cảm xúc mãnh liệt"
"When it feels uncomfortable","Gây ra cảm giác không thoải mái"
"Why Crucial Conversations?","Tại sao Cần có Cuộc trò chuyện Quan trọng?"
"GREAT Supervision requires us to successfully manage the Task, Team and Individual. To do this, there will be times when a crucial conversation is necessary.","Hoạt động Giám sát TUYỆT VỜI yêu cầu chúng ta quản lý thành công Nhiệm vụ, Đội ngũ và Cá nhân. Để thực hiện việc này, đôi khi cần phải có cuộc trò chuyện quan trọng."
"This activity will help you identify reasons why it is important to have them, and why we sometimes don’t.","Bài tập thực hành sẽ giúp bạn xác định những lý do khiến chúng ta phải có cuộc trò chuyện và lý do khiến đôi khi chúng ta không cần cuộc trò chuyện."
"To get you started, think back to your Pre-work and those more challenging relationships or when you’ve had to say No or give some difficult feedback. Chances are these were crucial conversations.","Để bắt đầu, hãy nghĩ đến hoạt động Chuẩn bị của bạn và những mối quan hệ khó khăn hơn đó hay khi bạn phải nói Không hoặc đưa ra một số phản hồi khó khăn. Cơ hội chính là các cuộc trò chuyện quan trọng."
"Please answer the questions below using the space provided.","Vui lòng trả lời các câu hỏi dưới đây sử dụng khoảng trống cho sẵn."
"Q1.","Câu hỏi 1."
"Why might we need to have a crucial conversation?","Tại sao chúng ta cần có cuộc trò chuyện quan trọng?"
"Q2.","Câu hỏi 2."
"What stops us having a crucial conversation?","Điều gì gây cản trở khiến chúng ta không thể có cuộc trò chuyện quan trọng?"
"Why Crucial Conversations?","Tại sao Cần có Cuộc trò chuyện Quan trọng?"
"What happens when we face ‘crucial’ conversations.","Điều gì xảy ra khi chúng ta đối mặt với cuộc trò chuyện ‘quan trọng’."
"Tap each in turn to see the consequence.","Nhấn lần lượt vào từng cuộc trò chuyện để xem hậu quả."
"1. We avoid them.","1. Chúng ta có thể tránh các cuộc trò chuyện quan trọng."
"Suffer the consequences impacting the relationship","Gánh chịu hậu quả tác động đến mối quan hệ"
"2. We face them and handle badly.","2. Chúng ta đối mặt và xử lý không tốt cuộc trò chuyện quan trọng."
"Suffer the consequences impacting the relationship","Gánh chịu hậu quả tác động đến mối quan hệ"
"3. We face them and handle well.","3. Chúng ta đối mặt và xử lý tốt cuộc trò chuyện quan trọng."
"Handle them well building the relationship","Xử lý tốt cuộc trò chuyện quan trọng sẽ xây dựng mối quan hệ"
"Potential Consequences","Hậu quả Tiềm ẩn"
"Here are just a few consequences that may occur at a personal, team and business level if we do not have ‘crucial’ conversations:","Dưới đây chỉ là một vài hậu quả có thể xảy ra ở cấp độ cá nhân, đội ngũ và doanh nghiệp nếu chúng ta không có cuộc trò chuyện ‘quan trọng’:"
"Declining personal credibility","Giảm sự tín nhiệm cá nhân"
"Key projects failing to deliver because key players are unwilling to challenge poor decisions","Không thể thực hiện các dự án quan trọng vì các thành viên chủ chốt không muốn thách thức các quyết định yếu kém"
"Ineffective performance management","Quản lý hiệu suất kém hiệu quả"
"Low staff morale because of a failure to challenge/tackle inappropriate behavior","Tinh thần nhân viên suy sụp vì không thể thách thức/xử lý hành vi ứng xử không phù hợp"
"Disgruntled staff leaving the organization","Nhân viên bất mãn rời khỏi tổ chức"
"Increased cost of recruiting new staff","Chi phí tuyển dụng nhân viên mới tăng lên"
"HR departments overwhelmed with employee issues not dealt with by Managers/Supervisors","Bộ phận Nhân sự phải giải quyết quá nhiều vấn đề về nhân viên do Quản lý/Người giảm sát không chịu xử lý"
"My Crucial Conversations","Các cuộc trò chuyện Quan trọng của tôi"
"This activity will help you identify whom you need to build stronger relationships with by having a ‘crucial’ conversation. <br><br> To help you decide which relationship to tackle, please reflect on three pieces of work:","Bài tập thực hành này sẽ giúp bạn xác định xem mình cần xây dựng mối quan hệ vững mạnh hơn với ai thông qua cuộc trò chuyện quan trọng. <br><br> Vui lòng suy ngẫm về ba phần công việc để giúp bạn quyết định xem cần xử lý mối quan hệ nào:"
"Your Pre-work","Chuẩn bị"
"The Relationship Audit","Kiểm tra Mối quan hệ"
"The ‘Knowing me, Knowing you’ (where you identified three challenging relationships)","‘Biết mình, Biết người’ (trong đó bạn đã xác định ba mối quan hệ thách thức)"
"Once you have decided whom to focus on, complete the Crucial Conversations template that follows by typing your notes under each question. <br><br> You will get an opportunity to share your answers with your colleagues shortly.","Sau khi bạn đã chọn người để tập trung vào, hãy hoàn thành mẫu Cuộc trò chuyện Quan trọng sau đây bằng cách nhập ghi chú của bạn bên dưới mỗi câu hỏi. <br><br> Bạn sẽ có cơ hội chia sẻ câu trả lời của mình với đồng nghiệp trong thời gian tới."
"My Crucial Conversations","Các cuộc trò chuyện Quan trọng của tôi"
"Crucial Conversations Template","Mẫu Cuộc trò chuyện Quan trọng"
"1. Who am I choosing to have a crucial conversation with?","1. Tôi chọn người nào để tiến hành cuộc trò chuyện quan trọng với họ?"
"2. What is the specific issue?","2. Vấn đề cụ thể là gì?"
"3. What shared values do we have?","3. Chúng tôi có chung những giá trị gì?"
"4. What outcomes or solutions do I want?","4. Tôi muốn đạt được kết quả hoặc giải pháp nào?"
"5. What stories am I telling?","5. Tôi đang kể câu chuyện gì?"
"6. What feelings am I experiencing?","6. Tôi sẽ trải qua những cảm xúc gì?"
"My Crucial Conversations","Các cuộc trò chuyện Quan trọng của tôi"
"Crucial Conversations Template","Mẫu Cuộc trò chuyện Quan trọng"
"7. What is the impact if I do not have this conversation?","7. Nếu tôi không tiến hành cuộc trò chuyện này thì sẽ chịu ảnh hưởng gì?"
"8. What judgments or biases do I hold about them?","8. Tôi có phán xét hoặc định kiến nào về họ?"
"9. What are the potential benefits of having this conversation?","9. Lợi ích tiềm tàng từ việc tiến hành cuộc trò chuyện này là gì?"
"10. What are the potential pitfalls of having this conversation?","10. Mặt trái của việc tiến hành cuộc trò chuyện này có thể là gì?"
"11. When will I have this conversation?","11. Khi nào tôi sẽ tiến hành cuộc trò chuyện này?"
"12. How will I make it safe to have this conversation?","12. Làm thế nào để tôi tiến hành cuộc trò chuyện này một cách an toàn?"
"Crucial Conversations – checklist","Các cuộc trò chuyện Quan trọng – danh mục kiểm tra"
"Do you...","Bạn có..."
"Understand what is meant by ‘crucial’ conversations?","Hiểu ý nghĩa của cuộc trò chuyện 'quan trọng' không?"
"Understand what drives us to ignore having or react during a ‘crucial’ conversation?","Biết yếu tố thúc đẩy chúng ta bỏ qua phản ứng trong cuộc trò chuyện ‘quan trọng’ không?"
"Appreciate the impact on colleagues, Customers, the business and yourself of not having 'crucial' conversations?","Đánh giá cao tác động đối với đồng nghiệp, Khách hàng, doanh nghiệp và chính bản thân bạn khi không có các cuộc trò chuyện 'quan trọng'?"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
" ",
" ",
"MASTERING CHALLENGING SITUATIONS ","LÀM CHỦ TÌNH HUỐNG KHÓ KHĂN "
" ",
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Learning Journey - Mastering Challenging Situations","Hành trình Học tập - Làm chủ Tình huống Khó khăn"
"Exploring:","Khám phá:"
"The effectiveness of our current strategies","Hiệu quả của các chiến lược hiện tại"
"Win-win mindset","Tư duy đôi bên cùng có lợi"
"Tools and new strategies to help us manage challenging situations","Các công cụ và chiến lược mới giúp chúng ta quản lý các tình huống khó khăn"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
"Current Strategies","Các chiến lược hiện tại"
"This activity is designed to help you think through how you currently manage challenging situations and the effectiveness of your approaches. <br> Use the questions below to help you and your colleagues explore how effective you are in known and unknown territory","Bài tập thực hành này được thiết kế để giúp bạn suy ngẫm về cách quản lý các tình huống khó khăn và hiệu quả của các phương pháp. <br> Sử dụng các câu hỏi dưới đây để giúp bạn và đồng nghiệp tìm hiểu mức độ hiệu quả của bạn ở lãnh thổ đã biết và chưa biết"
"Q1.","Câu hỏi 1."
"Known ‘Challenging Situations’","‘Tình huống Khó khăn’ đã biết"
"When you know you need to manage a challenging situation, how do you approach it? Do you have a strategy or plan?","Khi bạn biết bạn cần quản lý một tình huống khó khăn, bạn tiếp cận tình huống đó như thế nào? Bạn có chiến lược hoặc kế hoạch đối phó không?"
"Q2.","Câu hỏi 2."
"Unknown ‘Challenging Situations’","‘Tình huống Khó khăn’ chưa biết"
"How do you manage when a ‘normal’ conversation evolves into a ‘crucial’ one? What do you do?","Bạn xoay sở như thế nào khi một cuộc trò chuyện ‘bình thường’ phát triển thành một cuộc trò chuyện ‘quan trọng’? Bạn sẽ làm gì?"
"Key Insights","Các chủ điểm chính"
"Quote","Trích dẫn"
"“Don’t cling, if you cling you’ll suffer”","“Đừng ngoan cố; nếu con ngoan cố, con sẽ phải gánh lấy hậu quả sau này”"
"Buddha","Đức Phật"
"We have to let go of the need to be right or the need to cling onto our point of view whatever the situation.","Chúng ta phải bỏ qua nhu cầu chứng tỏ mình đúng hay nói cách khác là nhu cầu khăng khăng giữ nguyên quan điểm của mình bất kể tình huống ra sao."
"Path to Action","Con đường dẫn đến Hành động"
"See and <br> Hear","Nghe và <br> Nhìn"
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"Feel","Cảm nhận"
"Act","Hành động"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"We know from re-tracing our Path to Action that it is the feelings that arise from the stories we create that cause us to act. <br> Feelings drive our behavior and actions.","Từ việc xem lại Con đường dẫn đến Hành động, chúng ta đều biết rằng cảm xúc nảy sinh từ những câu chuyện mà chúng ta tạo ra và khiến chúng ta hành động. <br> Cảm xúc thúc đẩy hành vi ứng xử hoặc hành động của chúng ta."
"Getting in touch with how we feel and then questioning our emotional reaction will help us get back to the facts and behaving in a more logical and balanced way. Only then can we hope to build GREAT relationships.","Quan tâm đến cảm xúc của chúng ta, sau đó hoài nghi cảm xúc đó sẽ giúp chúng ta quay lại dữ kiện và cư xử theo cách logic và cân bằng hơn. Chỉ khi đó chúng ta mới có thể xây dựng mối quan hệ TỐT ĐẸP."
"Test yourself now by going back to your Crucial Conversations template and spend a couple of minutes reviewing your answers to <a> Question 6 – “What feelings am I experiencing?” </a>","Thử nghiệm bản thân ngay bằng cách quay lại mẫu Cuộc trò chuyện Quan trọng của bạn rồi dành ít phút để xem lại các câu trả lời cho <a> Câu hỏi 6 – ""Tôi đang trải qua những cảm xúc gì?"" </a>"
"Ask yourself why are you feeling that way and how you would need to think to get yourself into a more positive mindset.","Tự hỏi bản thân xem tại sao bạn có cảm giác như vậy và bạn sẽ phải nghĩ như thế nào để đưa mình đi theo tư duy tích cực hơn."
"Making it OK","Sắp xếp ổn thỏa"
"This activity will help you identify ways to make it safe to manage challenging situations and have crucial conversations.","Bài tập thực hành này sẽ giúp bạn xác định các cách cần thực hiện để quản lý các tình huống khó khăn và có các cuộc trò chuyện quan trọng một cách an toàn."
"Your answers will help you address Question 12 – “How will I make it safe/ok to have this conversation?” from the Crucial Conversations Template.","Câu trả lời của bạn sẽ giúp bạn giải quyết Câu hỏi 12 – “Làm thế nào để tôi tiến hành cuộc trò chuyện này một cách an toàn?” từ Mẫu Cuộc trò chuyện Quan trọng."
"Consider all aspects, including Where, When and How you would approach making it safe. <br><br> Please capture key insights from your discussion.","Cân nhắc tất cả các khía cạnh, bao gồm cả việc bạn sẽ giải quyết câu hỏi này an toàn Ở đâu, Khi nào và Như thế nào. <br><br> Vui lòng ghi lại các chủ điểm chính từ cuộc thảo luận của bạn."
"When","Khi nào"
"Where","Ở đâu"
"How","Như thế nào"
"Other Considerations","Các cân nhắc Khác"
"A 3-STEP APPROACH TO CRUCIAL CONVERSATIONS","PHƯƠNG PHÁP 3 BƯỚC TIẾP CẬN CUỘC TRÒ CHUYỆN QUAN TRỌNG"
"Step 1","Bước 1"
"Offer feedback <br> share your facts","Đưa ra ý kiến phản hồi <br> chia sẻ dữ kiện của bạn"
"Step 2","Bước 2"
"Share <br> your story","Chia sẻ <br> câu chuyện của bạn"
"Step 3","Bước 3"
"Ask for<br>their story","Đề nghị họ<br>kể câu chuyện của mình"
"HOW","NHƯ THẾ NÀO"
"Talk <br> tentatively","Trò chuyện <br> từ tốn"
"HOW","NHƯ THẾ NÀO"
"Encourage<br> testing","Khuyến khích<br> thử nghiệm"
"What you do","Việc bạn làm"
"How you do it","Cách bạn làm"
"A 3-STEP APPROACH TO CRUCIAL CONVERSATIONS","PHƯƠNG PHÁP 3 BƯỚC TIẾP CẬN CUỘC TRÒ CHUYỆN QUAN TRỌNG"
"Tap on each to learn more.","Nhấn vào từng bước để tìm hiểu thêm."
"“I noticed when I walked past that you were standing with a group of colleagues chatting and when I came past you all stopped talking, looked across at me and waited until I’d walked past until you continued talking.”","“Tôi để ý thấy khi tôi đi ngang qua, bạn đang đứng buôn chuyện cùng một nhóm đồng nghiệp. Khi tôi đến gần, tất cả các bạn liền im bặt, liếc nhìn tôi rồi chờ cho đến khi tôi đi khuất thì các bạn mới trò chuyện tiếp”."
"“I am beginning to think that you were talking about me and running me down to your friends.”","“Tôi bắt đầu nghĩ rằng bạn đang nói về tôi và chế nhạo tôi với bạn bè của bạn”."
"“Is this the case?”","“Điều này có đúng không?”"
"""I am beginning to think that ...."" / "" It is leading me to think.....""","""Tôi bắt đầu nghĩ rằng ...."" / "" Chuyện đó khiến tôi nghĩ rằng....."""
"""Am I reading this right?"" / "" is this the case?""","""Tôi diễn giải thông tin này có đúng không?"" / "" điều này có đúng không?"""
"Offer feedback<br>share your facts","Đưa ra ý kiến phản hồi<br>chia sẻ dữ kiện của bạn"
"Share <br> your story","Chia sẻ <br> câu chuyện của bạn"
"Ask for <br> their story","Đề nghị họ kể <br> câu chuyện của mình"
"Talk <br> tentatively","Trò chuyện <br> từ tốn"
"Encourage <br> testing","Khuyến khích <br> thử nghiệm"
"What you do","Việc bạn làm"
"How you do it","Cách bạn làm"
"Quote","Trích dẫn"
"“Those who cannot change their minds cannot change anything”","“Những người không chịu thay đổi suy nghĩ của mình thì không thể thay đổi được điều gì cả”"
"George Bernard Shaw,","Nhà soạn kịch"
"Playwright","George Bernard Shaw"
"Knowing How - Take Your Pick","Biết Cách - Chọn Những gì Bạn muốn"
"This activity gives you the opportunity to think through your strategies for handling challenging situations or conversations. <br><br> Read the work-related scenarios and decide what you would do and how you would go about it given what you now know.","Bài tập thực hành này cho bạn cơ hội suy ngẫm về các chiến lược xử lý tình huống khó khăn hoặc cuộc trò chuyện khó khăn. <br><br> Đọc các tình huống có liên quan đến công việc và quyết định việc bạn sẽ làm, cách thức bạn sẽ làm với những gì bạn đã biết."
"What tips and suggestions did you get from your Take your Pick activity?","Bạn biết được những mẹo và đề xuất gì từ bài tập thực hành Chọn Những gì Bạn muốn?"
"Mastering Challenging Situations – checklist","Làm chủ Tình huống Khó khăn – danh mục kiểm tra"
"Do you ...","Bạn có ..."
"Recognize the effectiveness of your current strategies?","Nhận ra hiệu quả của các chiến lược hiện tại không?"
"Understand the impact of a win-win mindset","Hiểu tác động của tư duy đôi bên cùng có lợi"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
" ",
" ",
"GETTING REAL WITH RELATIONSHIPS","VẬN DỤNG VÀO CÁC MỐI QUAN HỆ THỰC TẾ"
" ",
"Getting Real with Relationships","Vận dụng vào các Mối Quan hệ Thực tế"
"Learning Journey - Getting Real with Relationships","Hành trình Học tập - Vận dụng vào các Mối Quan hệ Thực tế"
"Exploring:","Khám phá:"
"How strategies and skills from the workshop can be applied back in the workplace","Cách áp dụng các chiến lược và kỹ năng tiếp thu được từ hội thảo khi quay lại làm việc"
"How we can manage challenging relationships/conversations more effectively using feedback","Cách chúng ta có thể quản lý mối quan hệ/cuộc trò chuyện khó khăn hiệu quả hơn bằng phản hồi"
"Hints and tips to master challenging situations and crucial conversations","Mẹo và gợi ý để làm chủ các tình huống khó khăn và cuộc trò chuyện quan trọng"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
"Keith's Appraisal from The Office","Đánh giá của Keith từ Văn phòng"
"See and <br> Hear","Nghe và <br> Nhìn"
"Create <br> a Story","Tạo ra <br> Câu chuyện"
"Feel","Cảm nhận"
"Act","Hành động"
"Getting Real with Relationships","Vận dụng vào các Mối Quan hệ Thực tế"
"This activity will give you an opportunity – in a safe environment – to practice how you would handle a challenging situation or crucial conversation in order to build a better relationship with the other person.","Bài tập thực hành này sẽ cho bạn cơ hội – trong một môi trường an toàn – thực hành cách xử lý tình huống khó khăn hoặc cuộc trò chuyện quan trọng để xây dựng một mối quan hệ tốt đẹp hơn với người khác."
"In your Pre-work and throughout this workshop, you have identified and examined relationships that would benefit from that opportunity. Now is your chance to try out your new skills and strategies and gain some feedback.","Trong hoạt động chuẩn bị của bạn và trong quá trình tham dự hội thảo này, bạn đã xác định và kiểm chứng các mối quan hệ có lợi từ cơ hội đó. Bây giờ, bạn sẽ có cơ hội thử áp dụng các kỹ năng và chiến lược mới, đồng thời thu thập một số phản hồi."
"Working in groups of three or four, you will each play the role of Supervisor (A), Colleague (B) and Observers (C). <br> Here, ‘Colleague’ means any person you may need to speak to e.g. colleague, team member, Manager, Customer etc.","Từng người trong nhóm ba hoặc bốn người sẽ đóng vai Giám sát viên (A), Đồng nghiệp (B) và Người quan sát (C). <br> Ở đây, ‘Đồng nghiệp’ nghĩa là bất kỳ người nào bạn có thể cần nói chuyện, ví dụ như đồng nghiệp, thành viên trong đội, Quản lý, Khách hàng v.v."
"When you are in the role of the Supervisor (A), you will have 15 minutes to practice conducting a crucial conversation with the Colleague (B), followed by 5 minutes feedback from your Observer (C). Rotate roles.","Khi bạn đảm nhận vai trò Giám sát viên (A), bạn sẽ có 15 phút để thực hành kỹ năng tiến hành cuộc trò chuyện quan trọng với Đồng nghiệp (B), sau đó là 5 phút phản hồi từ Người quan sát (C). Hoán đổi vai trò."
"Activity Instructions","Hướng dẫn Thực hành"
"Complete a <a> ‘Real Play’</a> brief for the person playing your Colleague (B) so they can make the practice as realistic as possible.","Hoàn thành phần hướng dẫn <a> ‘Đóng vai Thực tế’</a> cho người đang đóng vai Đồng nghiệp (B) để họ có thể thực hành thực tế nhất có thể."
"When you are the Observer (C), you will need to complete an <a> Observer Feedback </a> form to assist with the feedback.","Khi bạn là Người quan sát (C), bạn cần hoàn thành mẫu <a> Phản hồi của Người quan sát </a> để hỗ trợ đưa ra phản hồi."
"Consider how you want to start and close the conversation; remember Words, Music and Dance.","Cân nhắc cách bạn muốn bắt đầu và kết thúc cuộc trò chuyện; nhớ các Từ ngữ, Bản nhạc và Điệu nhảy."
"Appoint a timekeeper to keep your group on track. You can record your practice to review later. <br> Capture any hints, tips and feedback from this practice, as there will be an opportunity to share them later.","Chỉ định một người bấm giờ để giúp nhóm của bạn đi đúng hướng. Bạn có thể ghi lại phương pháp thực hành của mình để xem lại sau. <br> Ghi lại các gợi ý, mẹo và phản hồi từ phương pháp thực hành này vì bạn sẽ có cơ hội chia sẻ sau này."
"Good luck!","Chúc may mắn!"
"Getting Real with Relationships – checklist","Vận dụng vào các Mối Quan hệ Thực tế – danh mục kiểm tra"
"Do you ...","Bạn có ..."
"Know how to apply strategies and skills from the workshop to your challenging relationships and crucial conversations?","Biết cách áp dụng các chiến lược và kỹ năng tiếp thu được từ hội thảo cho các mối quan hệ khó khăn và cuộc trò chuyện quan trọng không?"
"Understand how to manage your challenging relationships/conversations more effectively from the feedback, hints and tips you received?","Hiểu cách quản lý các mối quan hệ/cuộc trò chuyện khó khăn hiệu quả hơn nhờ phản hồi, gợi ý và mẹo bạn nhận được?"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
" ",
" ",
" ",
" ",
" ",
" ",
" ",
"IT’S A WRAP","TỔNG KẾT"
" ",
"It's a Wrap","Tổng kết"
"Learning Journey - It's a Wrap","Hành trình Học tập - Tổng kết"
"Exploring:","Khám phá:"
"What we have learnt from being here the last 2 days","Những điều chúng ta đã học được trong 2 ngày qua"
"The commitments and positive changes we now want to make to improve our relationships back at work","Những cam kết và thay đổi tích cực mà chúng ta muốn thực hiện để cải thiện mối quan hệ của chúng ta khi trở lại làm việc"
"Ingredients <br> of a Great <br> Relationship","Các Yếu tố Tạo nên Mối quan hệ <br> Tốt đẹp<br> "
"Crucial Conversations","Các Cuộc Trò chuyện Quan trọng"
"Mastering Challenging Situations","Làm chủ Tình huống Khó khăn"
"Getting Real <br/> with <br/> Relationships","Vận dụng <br/> vào<br/>  Các mối quan hệ Thực tế"
"It's a Wrap","Tổng kết"
"Keeping Up with Maintenance","Liên tục Duy trì"
"On your Poster outline your answers to the two questions below:","Hãy trả lời hai câu hỏi sau trên Áp phích của bạn:"
"Q1.","Câu hỏi 1."
"How can you keep maintaining and building relationships?","Bạn liên tục duy trì và xây dựng quan hệ bằng cách nào?"
"What do you need to do?","Bạn cần làm gì?"
"Q2.","Câu hỏi 2."
"How can you keep your peoples’ eyes shining?","Bạn có thể giúp nhân viên thông suốt hơn bằng cách nào?"
"Be as creative as possible.","Càng sáng tạo càng tốt."
"Use your notes and insights to help you.","Sử dụng các ghi chú và chủ điểm giúp bạn."
"Learning Journey Day 1","Hành trình Học tập - Ngày 1"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
"Perceptions","Nhận thức"
"Knowing Me, Knowing You, Knowing How","Biết Mình, Biết Người, Biết Cách"
"I've Got <br/> The Power","Tôi Có <br/> Sức mạnh"
"Harmonious <br> Relationships","Quan hệ <br> Hòa thuận"
"Welcome to Relationship Essentials","Chào mừng Bạn đến với Khóa học Các Kỹ năng Cơ bản để Xây dựng Quan hệ"
